teks,label
"Betul pak.. Perusahaan bonevit yg menikmati suntikan dana 200Tnya, harusnya di alihkan ke KUR pak, biar lancar UMKM yg menikmati.. Karena kuota KUR melimpah",positif
saya mau pinjam kur aja ga d acc,negatif
"Hilangin pajak PARKiR, Banyak orang Kecil gak jadi beli karena lihat petugas parkir, PEMBELI SENANG PEDANGANG SENANG, EKONOMI LBIH CEPAT BERJALAN",positif
Susah utk cari kur,negatif
Dmpaknya uangnya di belanjain di ecomerce China bukan ke UMKM,negatif
jadi anggota koperasi merah putih.. kirain dikasih pinjeman dari koperasi.. ternyata musti ajuin ke bank himbara juga.. jd prosesnya tetep sama kayak pinjeman biasa,negatif
Site efect  200T   itu  apa   Pak Purbaya    terhadap Masyarakat,netral
"Duit itu ngendap di orang kaya, tulul",negatif
Pinjaman ksm bunga 20persen 😅😂kecuali sektor terpilih. Gaji umr bisa apa pak mentri,negatif
doakan agar pak mentri selalu pintar di lapangan bukan pintar teori!,positif
"Ala semua kalian pencitraan ajah.kerja nolllll,,,,,,,",negatif
"Apa yang bisa berdampak,,?
pemberitaan saja yang diterima oleh masyarakat Indonesia tetapi uang nya,, secara kenyataannya  tidak ada beredar di masyarakat lewat KUR,,",negatif
Mental rentenir susah d ubah pak purbaya😂😂😂😂 pasti hanya untuk memperkaya dirinya sendiri,positif
"Menteri KEuangan yg aneh...makanya koordinasi, kemaren Pede banget 200T bakal terserap, koboy ya koboy asal ngucap aja, ekonomi lesu salahin deh tuh bos lu. Jaket 8% ga dipake lagi??? pede banget, mending 200T buat pemulihan sumatera, walau itu juga ga cukup buat bikin hutan lagi.",negatif
"Negara harusnya pakai cara China, sebelum uang digelontorkan ke ekonomi untuk pembangunan dan kredit harusnya bikin undang2 hukuman mati untuk koruptor dulu, supaya uang yang dikeluarkan negara gak berani dicolong  dan harus ada contoh yg dihukum mati.

Kalau ini gak dilakukan percuma, uang bakal balik lagi ke bank central atau dikorup dan pejabat yg peduli bakal capek sendiri sidak sana sini.",positif
APBD DKI menurut KDM bisa dibagikan setiap kk 10jt perbulan. Harusnya APBN yang dananya lebih besar dari APBD bukan disalurkan ke Bank tapi untuk kepala keluarga supaya punya daya beli yang pada akhirnya uangnya bisa masuk ke bank lewat pedagang.,positif
"Dari Dulu BANK HIMBARA terutama BRI pegawainya sampai jajaran atasannya KINERJANYA PAYAH, UMKM MALAH DIARAHKAN KE PINJAMAN CONVENSIONAL DGN BUNGA TINGGI SEDANGKAN KUR DIBILANG SDH HBS KUOATANYA DAN DIPERSULIT APPROVALNYA, PERTANYAANNYA KALO KAMI PELAKU UMKM MENGADUNYA KEMANA ITU YG KITA KESULITAN,",negatif
"Masalahnya di bank sentral itu sendiri yg tidak ikhlas mendukung programnya pak Purbaya untuk mengaktifkan maksimal kinerja sistem ekonomi agar lebih cepat merespon dari kondisi dicekik sebelumnya oleh bank sentral dimasa Menkeu Srimulyani, jadi ada oknum di Bank Sentral ini yg brengsek masih suka uang Riba deposito...",positif
Saya pribadi pun gakan ngasih pinjam pada yg ga pasti bayar. Apalagi ini uang bank / bukan milik pribadi. Jika kredit macet ?  Berkaca pada pinjol yg mudah pinjamnya yg galbay banyak sekali 😂😂😂,negatif
"Umkm hacur lebur.... sampai mall2 tutup karena pasar online...... seharusnya online ditertipkan  sekara pajak dan regulasi2nya
Sehingga seimbang dengan ofline",negatif
PAK PURBAYA AJA DIKERJAIN SAMA BANK APA LAGI KITA😂😂😂😂😂 RAKYAT BIASA😂😂😂😂😂😂,negatif
"Masyarakat takut pinjem uang, karena ekonomi lesu... takut udah minjem tapi gk keputer gk bisa bayar banknya",negatif
bank masih tdk toleransi terhadap nasabah yg kesulitan bayar...,negatif
Apakah prabowo masih mau mempertahankan orang orang karna balas jasa,netral
Duit di DANANTARA gimana kabarnya,netral
Tetap saja gedabus gakbmampu mensejahterakan para purnawirawan dan asn cuma gede omongnya doang prettttt,negatif
pasti nanti kreditnya MACET..DIRAMPOK PEJABAT,negatif
ADA KETIDAKHARMONISAN PASTI PAK....WONG ORANG2 BI NYA PENINGGALAN SRIMUL.....YG KEMARIN RIBUT ADA PENYALAHGUNAAN DANA CSR BANK.....😂😂,negatif
Rakyat utang tetap dengan bunga dan ancaman yang mencekik....,negatif
Ternyata pejabat Bank adalah MAFIA yg menyengsarakan rakyat dan patut diduga telah melakukan SABOTASE agar NKRI kacau !!! Patut dihukum MATI pejabat2 seperti itu karena telah Mematikan Perekonomian Masyarakat !!!,negatif
"Intinya Dirut Bank gak mau  bekerja keras biar perekonomian membaik.... 
Dirut juga belum tentu  berkompeten ....",negatif
Inilah jeleknya oknum bumn/ kementrian... Mereka rela pasang badan utk dipenjara demi memperkaya diri dan kroninya. Gak ada satupun yg bener2 kerja dan berguna untuk Indonesia dan rakyat Indonesia. Hanya HUKUMAN MATI yg mungkin akan meredam...,negatif
"Sebenarnya bank Himbara banyak dana yg mengendap, tapi tidak mudah menyalurkan kredit karena tingginya resiko kegagalan dan jaminan kurang meyakinkan yg berpotensi menyebabkan kerugian dan mengganggu cash flow perbankan",negatif
"Kalau mau berdampak naikkan gaji PNS, PPPK, pensiunan salurkan ke BLT pasti langsung dibelanjakan ekonomi berputar",positif
Uang di bnk dipakai biznis para pejabat tinggi masak begoro kok menis terus merdeka hampir 100 thn. Kl gk para cukong2 penghianat negara yg bikin rakyat sengsara.,negatif
"Dana yg selama ini mengendap di paksa untuk di pergunakan , akibatnya banyak bangunan tidak sesuai , karna tidak ada perencanaan yg baik, kami mohon tolong di cek pembangunan yg ada di provinsi Bengkulu termasuk 10 kab / kota.",negatif
Audit  report  dari Bank  flowmya kemana itu uang,netral
"Pasti  kecewa  kalau  di tanam  di  Saham   atau  beli obligasi   atau   di setor ke  konglomerat  buat project di  Luar Negeri ....harus  ada  statement  yg jelas   harusnya  bank  ajukan permintaan   utk ekomomi Rakyat .....pertanian,  aplikasi tenaga kerja ....peningkatan   ekonomi Rakyat.......kalau di setor²    saja ya di kadali  sama  Bank  tdk  signifikan dgn kemajuan ekonomi  rakyat",negatif
GANTI SEMUA PEJABAT BANK,negatif
Pak menteri mmg memperjuangkan rakyat kecil agar bisa akses kredit dgn mudah murah dan banyak.smg bank TDK mempersulit,positif
Gw pinjam pake sertifikat rumah aja nggak di respon sama Bank Mandiri,negatif
"Saya mau ambil kur Ndak bisa pak pur,di lapangan Ndak sama dengan yang pak pur omongin",negatif
❤❤❤❤,netral
"Kasihan Pak Pur kerja sendiri bawahannya gak ada yg mau kooperatif 😢 Emang udah dikuasai Mafia nih Negara, butuh Pemimpin yg Otoriter sih klo begini",positif
Ganti pejabat bank yg GK bisa bekerja sama dgn pemerintah,positif
"Pinjaman Kur masih dipersulit pak pinjaman dibawah 100 jt mesti ada agunan dan blm lagi marketing bank nya songong2 kya mau pinjem uang pribadinya,",negatif
Penyaluran salah cuman di salurkan ke kerabat nya aja.mana ada orang kecil/umkm yg dapat pinjaman.mimpi di siang bolong,negatif
Percuma pak pinjaman 350 jt di persulit di BRI,negatif
"Memng ada oknum yg g mau negara kita tertata lebih baik

Dr kasus bencana kmrn... Saya yakin ad yg adu domba rakyat dgn pemerintahnya .. dan disayangkan niat baik pak Prabowo ada aja yg nunjuk ke jelek . Menurutku sih

Krn kita tau sendiri lah .. negara kita dr dulu pling mudah di adu domba ...

Entah dr kasus yg ada di teror .  Makin curiga... Ad yg mau jatuhkan pemerintahan .. masuk ada teror kok nulis begitu .. menurutku dia tidak meninggalkan jejak . Tp barang bukti bahwa niatnya adu domba... Saling jatuhkan sana sini .. entah g tau kenapa, q berkeyakinan... Kebijakan dn niat baik pak Prabowo dan menteri yg berintegritas ini bakal ada sandungannya... Krn runutin sendiri deh....

Ada sengaja bikin repot memng biar kacau... Kan ada sempat juga lihat vidio kapan waktu


AQ masih berkeyakinan memang ada oknum yg inginh menghilangkan kepercayaan kita ke pemerintahan Pak Prabowo ... 
Jangan sampai kita mudah terprovokasi aja.",positif
Rakyat engga boleh pinjam uang di bank pak. Pur.. Harus ada jaminan sama usaha.. Sementara rakyat mau buka usaha..,negatif
"Wkwkwkwk 
200T cuma muter ke orang besar Program KURangajar
Haruse ada UP Date penyaluran jadi jelas uange kemana",negatif
"Sulitnya sebuah kepercayaan dinegeri ini..dri bawah smp atas...klo diberikan kpd UMKM bnyak yg tdk bankable, terus karekternya bnyk yg sepele klo tdk ada agunan, dipikirnya dana sukarela dri pemerintah..sementara pihak Bank  dimintai pertanggungjawabannya kredit wajib lancar....sedihlah lihat kejujuran bangsa ini...😢😢😢",negatif
"😂😂😂😂😂😂
KURA KURA DALm PERAHU😂😂😂😂😂😂",netral
"Mana akan berdampak maksimal ke masyatakat.. sasaran nya tidak tepat, entah siapa yg menikmati 200T itu.. karna rata² rakyat menengah ke bawah pasca covid itu BI cheking nya bermaslah.. ini harusnya di kawal ketat dan di beri solusinya bagi yg namanya bermasalah, kan tujuan nya untuk mrmbantu rakyat kecil. Tapi yg menikmati entah rakyat yg mana",negatif
"Jelas dampaknya kecil. UMKM , petani tidak bisa akses, Mau pinjam KUR kebanyakan syarat, akhirnya gagal. Akhirnya bukan Bank Umum yg membantu. Berpulang ke rentenir lagi. pinjam tanpa agunan dan bunga tinggi tanpa jaminan. Hidup bersama rentenir.",negatif
saya hutang kur jaminanya sertvikat tanh cuma hutatng 20jt sya usaha kuliner jelas tmpt ada.,negatif
"Yaa siapa yg mau make..
Yg punya duid keatas juga dicekik..
Biasa deposito dapet berapa disikat..
Yg bawah aturannya gak jelas alias kayak masih pilih” yg tengah mau muterin duid ya wait and see aja sambil mantau” mana yg gak terlalu kena pajak..
Yg bawah nyari peluang sedangkan hasil PHK banyak..
Kaum yg bisa muter tengah dan atas buat buka Lapker ya masih diem..
Ya kali duid buat usaha semua khan ya gak bisa cari aman..",negatif
"Pak Purbaya bekerja sungguh sungguh untuk rakyat, harus didukung semua pihak",positif
Gmn mau maksimal pedagang yg mau pinjam harus pakai jaminan😢,negatif
Ngaku aja langkah yg dia ambil gagal !,negatif
Direksi bank BUMN semua mentanya liberal,negatif
Bobrok,negatif
Mentri yg dulu menjabat puluhan taun gk pernah laporan ke rakyat seperti ini.masya Allah sehat2 terus Pak Purbaya.lanjutkan perjuangan bapak.💪,positif
"Aturan jaminan juga ketat, tanah doang bank nggak mau. Padahal banyak parameter lain yg bisa dilihat selain itu, misal kelangsungan perusahaan; usia perusahaan dsb.",negatif
"Ya itu jg salah purbaya. Kayak bocah kemarin aja lu. Dari awal gw udah pesimis gaya Purbaya ini mending lu ga usah koar2 ke public dl. Buktikan dulu lu gelontorin duit 200T bukan dikit. Harusnya lu gelontorin termasuk cek sampai ujung2nya. Kalau cuma guyur 200T ke bank ga usah lu gw jg bisa. Tetap aja ini salah Purbaya. Kayak jenderal TNI kasih tank, pespur ke prajurit dia jg harus pastikan spek dan operasional nya dijalankan betul sm prajurit, ga cuma suruh pake2 aja. Dikira mainan",negatif
"Pak menteri maaf beda tema, tolong sampaikan saya pengen kerja di MBG , soalnya tetangga saya juga enak kerja sebentar upah nya bagus",netral
Ngajukan kredit sekarang tambah ruwet.. apalagi KUR,negatif
"Uang dari bank 
Ke masyarakat
Angka kriminal naik
Penegak hukum pasif
Keadilan rendah/gak ada
Daya tarik,gairah usaha,daya jual beli musnah.",negatif
Berantas pinjol pak .... rakyat kena.  Rentenir,negatif
Pengajian KUR sampai bulan ini tetep harus masih pakai jaminan bos.   dalam prakteknya tetep ber- belit2 untuk rakyat menengah  kebawah. Dan untuk asuransi juga sangat tinggi sekali,negatif
Tidak semudah  kata2 purbaya. GAGAL!! Ujung2nya menyalahkan orang lain🤣🤣🤣,negatif
"Sulit dapat kur di perkampungan,alasan pihak bank itu lagi habis kuota lah,apa lah...
Kur tidak tersalurkan dgn tepat.
Masyarakat kecil malah kena bunga tinggi.",negatif
"selagi masih ada sistem monopoli gak bakal berani rakyat pinjam bank selain untuk konsumtif,contoh ingin usaha retail kalah dengan retail besar,usaha tani/ternak kalah harga di tengkulak ,pasar pilih ngambil di tengkulak barang selalu stanby dan masih banyak kasus lagi susahnya usaha di konoha",negatif
Negara ini lemahny di pengawasan.... Harus ada perbaikan pengawasan secara agresif dan berkesinambungan .... Setiap bank harus memberi laporan berkala setiap minggu bank yang laporanny buruk langsung di dropside saja ga usah dikasih stiimulus lagi ......,positif
Semoga pak Purbaya dsn.keluarganya dindungi oleh oleh Allah SWT  Aamiin,positif
Jd ini kebijakan yg salah apa tdk....???,netral
Pak sy brapa bulan ngengjukan pinjam di bank BRI tak pernah direspon sdgkn sy UMKM kecil.gimn tidak mngedap di bank kalau bgtu cara bank tidak ksih pinjaman,negatif
Ganti aja Jajaran Dirut nya kalo gak taat perintah pak Mentri.,positif
Umkmnya sudah pada terjebak  pinjol,negatif
Kur juga susah pa....dipersulit....ga keluar2,negatif
"Kami kemarin kecewa pinjam kur langsung bank potong angsuran pertama 
pd saat terima kur",negatif
Berarti Purbaya TIDAK MAMPU KERJA alias cuma omon doang,negatif
sehat2 pak Purbaya..,positif
Jangan dagang uang terus yang di pikir rakyat kecil juga butuh kerja sambungan pak mentri,negatif
"Gimana mau berdampak pa menkeu, mau pinjem uang aja susah rakyat kecil mah, utang ngendap tggl 1-2 juta aja ditagih karena belom bisa lunasi keburu bangkrut jualan sayur nya Dan nganggurjafinya, pdhl Sy juga ninggalin bpkb motor sbg agunan",negatif
Otak konoha tidak akan maju malah menjadi masalah dan korupsi menggila secara masif dan agresif karena hukum masih bisa di tawar,negatif
"MUSNAHKAN RIBA
SUBURKAN SEDEQAH
ITULAH SOLUSINYA, 
SISTEM EKONOMI YG DI AJARKAN TUHAN PENCIPTA DAN PEMILIK",positif
"Jawa timur seluruh bank tolong diperiksa pak,sebisa mungkin langsung ke nasabahnya,biar jelas dan buktinya ada,bank semua tinggi bunganya,minimal 12%.pengusaha UMKM hanya mencarikan income bank saja.",positif
di keluarin dari bi taruh masuk di bank lalu oleh bank di telorin masukin bi lagi .....,netral
Mau ngurus KPP di bank bumn aja katanya belum ada yang nangani,negatif
Sebagai awam saya ga paham nih... ini yang ngaco Himbara yah? Atau gimana?,netral
Perhatikan juga tu pak rakyat yang di bawah. Bagi petani yang habis tanam butuh kerja proyek untuk menykupi pupuk dan kebutuhan sehari hari jangan sampai petani boncos,negatif
Ada permainan di bank,negatif
"Kebijakan sudah benar,namun praktiknya uang ga berputar di ekonomi masyarakat, di ekonomi riil karena transaksi online, bukan di pedagang kecil, pasar""..dll, di tambah maraknya judol, serta monopoli perusahaan besar yang menciptakan berbagai macam produk yang dulu biasa di produksi oleh UMKM di masyarakat, alhasil uang tetap terpusat,",positif
Menkeu terlalu ambisi berharap pencitraan tp langkah itu konyol pak menteri,negatif
❤,netral
Berarti keputusan bapak kmrn blm matang pak.. dan cenderung menyepelehkan.. memudahkan segala sesuatunya semudah sim salabim..,negatif
"Yg jelas pihak bank paling bawah atau unit,kebijakannya GK sesuai yg dikeluarkan kemenkeu pak purbaya,pinjaman yg regular bunganya masih sama 12% bahkan lebih dari 12%.mencekik UMKM,rakyat mau usaha dari pinjam bank sama aja rakyat hnya mencarikan penghasilan bank karna laba GK cukup buat bayar bunga tiap bulan",negatif
"kalau mau cepat lihat perubahan, turunin pajak sama PPN pak. pasti itu akan sangat berdampak.",positif
"Mantap pak Menkeu cara menguji direktur bank dalam management keuangannya, kami tunggu hasil uji Dana Desa 😊",positif
Bunganya masih tinggi,negatif
Mau tepat sasaran pemerintah buka bank kusus UMKM salurkan KUR. Jangan lewat himbara,positif
GANTI Dirut2nya yang Ga Becus Kerjanya..Percuma Di Gaji Negara ga berguna,negatif
Dananya diberikan ke pinjol jadi diserap lah keuntungan tanpa akomodir lewat umkm..umkm nilai jualnya..merosot..daya beli menurun..lapangan pekerjaan yang sulit tidak naik persentasinya..yah cuma 1jalan kasih dana ke pinjol.😂😂,negatif
"Ganti semua dirut,selesai pak purbaya,virus semua itu",positif
Bank Mash adakebijakan lamaha aturan Mentri GK di dengar,positif
"Dan pihak ojk tolong pantau nasabah yg benar2 jujur,jangan ada alasan pihak bank karna sudah di blacklist dari ojk,oknum2 pegawai bank yg kurang ajar banyak,kadang masyarakat ini dibodohi terus tapi masyarakat sekarang sudah pintar2 pola pikirnya,justru orang2 bank lah yg berpendidikan tinggi tapi dibodohi oleh uang.",positif
Emang berharap apaan lu,netral
Yg paling tepat beri jaminan sosial kpda setiap warga negara walaupun kecil,positif
"Hukum mati koruptor baru bisa berjalan dengan baik pak, percuma ngasih duit segepok ke sarang tikus",negatif
Lagu lama...pencitraan 200 t prret soonggg,negatif
"Pecat semua direksi yg tak sejalan,, cari yg mau kerja buat rakyat biar rakyat lbh sejahtera",positif
"Penggelontoran dana dari pemerintah kepada bank BUMN terus menerus tapi pihak bank bilangnya KUR sudah tidak tersedia,jadi sebetulnya pihak bank ini maunya apa!!!mau untung lebih besar apa mau .enolong rakyat,jangan kasi logo MELAYANI MASYARAKAT DENGAN SETULUS HATI kalo begitu,ganti logonya dengan MENCEKIK MASYARAKAT DENGAN SETULUS HATI,tolong pa menkeu turun kedaerah2 tugaskan bawahan anda untuk mengatasi ini,kalo engga begitu pihak bank semena mena ngasi pinjaman sama orang2 terdwkatnya dan pihak2 yg punya kepentingan sendiri bukan untuk mensejahterakan masyarakat",positif
Bapak sama pemimpin idem...omon2...sesuatu itu realistis pak berdasarkan data...😂😂😂,negatif
"Pernah ga siih kepikiran demo di bank sentral, kan kalian butuh uang kan, sedangkan uangnya di rem di kebijakan bank sentral",negatif
"Jalur nepotisme masih melekat kuat di Indonesia, bikin negara ini tidak maju reset para pejabat negara ini",negatif
"Pa pur ,cona kalau gjh pensiunan naik pasti d pakai belanja sembako  uang nya beredar 😂😂😂😂😂❤",negatif
"Kalau Menkeu ounya otoritas utk merestruktur gaji dan bonus para pejabat HIMBARA, lakukan segera! Semudah itu memecut mereka kerja bener.",positif
"Sudah mulai mencari kambing hitam , SE org Mentri Tegas harus Bisa Menyelesaikan permasalahan .",positif
bunga 100% tenor panjang ....bunga melebihi pokok mohon di revisi,negatif
"Kementerian keuangan buat Bank saja sendiri Pak Menkeu khusus untuk rakyat, umkm, benar2 ditangani dibawah kementerian keuangan jadi betul2 bisa dipastikan yang tersebut benar2 yang pakai adalah rakyat menengah ke bawah.",positif
*Belajar lah dari Upin&Ipin dulu... sebelum banyak ngomong... 😊😊😊*,negatif
Di negeri ini orang miskin ga boleh pegang duit biar bisa disogok sembako saat kampanye,negatif
Pak saya mau hutang kur gabisa😭😭😭,negatif
Analis pejabat bank terlalu kritis dan pertanyaan jebakan yang sering di lontarkan,negatif
Gmn kita minjam di persulit..Bahakan untuk sekelas kur....udah d gantian aja petinggi2 ha . punish and reward adalah tolak ukurnya..mau main aman saja saya mau Koo jadi bos bank2 plat merah,negatif
MANGAAAT PURBAYA ❤❤❤,positif
Berhentikan pejabat tinggi bank Himbara yg gak pro rakyat dan pemerintah yg mendahulukan Kepentingan program Kerakyatan,negatif
Y akarena dari awal P Purbaya gak kasi kriteria penyaluran nya ke UMKM mesti berapa % ? Bank tentu cari aman dan mudah nya aja,negatif
"Mana berdampak coy..Lo cuma mindahin duit dari bank central ke bank BUMN..terus berbunga lagi..siapa lagi korbannya kalau bukan rakyat..pinjem uang dibank dengan bunga selangit..mau makan aja orang kesusahan tapi di suruh ngutang..

Bukannya duit di bagikan Tampa bunga kepada pelaku usaha UMKM..tapi malah kayak rentenir",negatif
"Dimulai oleh Pak Purbaya ,smg lambat laun diperbaiki diikuti oleh pejabat2 lainnya",positif
Kuota habis kata pihak bank dana KUR,negatif
"INI NETIZEN PADA NGGA NGERTI
KALIAN HARUS BANGGA BAHWA BANK BUMN NGGA SEMBARANGAN SALURKAN KREDIT
BANK MEMANG NGGA BOLEH AWUR - AWUR KREDIT
KREDIT HANYA UNTUK USAHA - USAHA YANG MAPAN DENGAN TRACK RECORD 1O TAHUN
kredit bank harus balik beserta bunganya, kredit bank bumn ngga boleh macet, ngga boleh nunggak
karena uang di bank itu uang masyarakat, bukan uang nenek pak Purbaya
YANG SALAH ADALAH KENAPA DANA ITU DISALURKAN VIA BANK, SEHARUSNYA ITU MENJADI GOVERNMENT SPENDING DALAM BENTUK PELAKSANAAN PROYEK APBN",positif
Menteri Keuangan udah Super Bagus Eh bank2 nya kinerja Jelek n Parah 😮🙊🤕,positif
"Mending salurin k bank swasta aja,",positif
"Infonya kalau 3 bulan ga bisa bayar terus BAP bangkrut, hutang lunas apa benarkah",netral
Kapan Pekerja online bisa masuk UMKM dan ajukan Kur padahal penghasilan nyata ada laporan keuanganya...coba cek kur KUR dilapangan pak,positif
"Oh...... aneh juga ya... masa dikasi uang nggak bisa mengelolanya . Apa sih yang ada dipikiran pejabat bank itu . Saran saya , tarik lagi uang itu semuanya dan serahkan kepada pensiunan 1 M perorang pasti bermanfaat , karena akan dibelanjakan untuk berbagai kebutuhan , sehingga perputaran dan kehidupan ekonomi rakyat terus bergerak diberbagai denyut perekonomian .  Bagaimana Pak Pur ?  cepat lapor Presiden . Catatan kita yaitu , jangan sepelekan orang orang kecil karena orang kecil inilah yang banyak berkontribusi dalam menghidupkan ekonomi kita.  Salam NKRI , dari rakyat kembali ke rakyat .",positif
"MEREKA BEJAD MORALNYA.

KAMI RAKYAT MASYARAKAT LUAS KESULITAN UNTUK DAPET KREDIT UMKM !! 

Khusus Kep cabang di daerah.",negatif
"Itu dosa kalian Purbaya,
200 triliun itu anggaran bencana tapi kalian taruh di bank.pemerintah harus bertanggung jawab minimnya bantuan untuk bencana padahal anggaran bencana ada.",negatif
"200 Trilyun , jln ditempat kayaknya . Itu duit parkir dikeluarkan . Mungkin jarang dipake rodanya kempes ga jln. 
          Pihak bank juga dag dig tuh kayaknya .😅😂",negatif
Akhinya terjwab unek2 rakyt kecil yg cuma bs mendengar dan cm bs jawb iya2 aja,negatif
"( maaf..bukankah) dulu  pak. Menkeu kan menyerahkan sepenuhnya ( teknisnya) kpd  pihak bank...

Jadi  bank semaunya dia... ( tdk mau pusing.. Tdk  mau  rugi...tdk mau disalahkan...Dst) 

Sudah dibilangin ke enakan pihak ( pegawai) Bank.... Paling2  30 % saja yg  di edar ke masyarakat  umum - UMKM ( itupun bisa jadi syaratnya  sangat  ketat). 

* Tahu  sendiri ( direktur2 ) bank  pebisnis  ulung. (  lihat saja kenyataannya mereka pada  kaya  raya....)",positif
"Gubernur BI aja ga bs diganti sembarangan ama pemerintah, gmn mw ngatur/ngendalikan bank2 lain dibawahnya? 
Ubah aja dlu aturan ttg Bank Sentral oleh negara, baru lanjut  dilurusin kebawahnya, klo ga gt, ya ga bakal bs diatur oleh negara... 😅
Kmrn 200T dah turun tp bunga pinjaman di bank2 cm turun sedikit, masih segitu2 aja... Kapan bunga bisa turun ke nilai 3 atau 4 persen ya? 😢",negatif
"bukan karena dana stimulus 200T yg dapat menjalankan ekonomi, tapi yg bikin ekonomi berjalan karena kebanyakan hasil korupsi yg dipake buat foya-foya😂😂😂 sekarang para koruptor padaenahan duitnya😅",negatif
"Pastinya tidak akan maksimal pak menkue karena  bunga bank nya masih tinggi 20 Persen rata rata ya minimal 8 persenlah biar ekonomi berputar,,,bank ingin untung gede,,,lihat saja gaji mereka",negatif
Evaluasi aja para direkturnya.. yang gak punya kemampuan tinggi... ya copot aja. Jangan cuma mau gaji tinggi.,positif
"sebelum aplikasi jual beli online ditiadakan maka ekonomi masyarakat tidak akan pernah merata seperti dulu
yg kaya beberapa orang tertentu dan itu2 saja klu dulu usaha merata melejitnya uang2 berputar",negatif
Uang di korupsi oleh bank,negatif
"KINERJA  MENTERI  NYA  SUDAH  BENAR, YG  MNJADI PERTANYAAN  BANK  NY  PADA NGAPAIN AJA",positif
"Katanya kalau tidak benar pelaksanaanya, bisa ditarik sewaktu2 .... Tapi okelah pak,,,Minimal ada gebrakan beda,,,,,  lumayanlah angin surga sebentar utk rakyat,",positif
Pak Purbaya kerja cerdas dan cekatan tapi orang orang Bank yang banyak diragukan,positif
BANK ITU ISI PEMIMPIN TUA YG PELIT DAN PENAKUT,negatif
Dana KUR di persulit. Pdhal lolos BI cheking.. hrus pke agunan di alihkan ke pinjaman bukan KUR. Ada apa Bank plat merah????? Sya butuh buat usaha dan tdk pernah pinjol.,negatif
"jurus ampuh petugas bank atau mantri bank "" KUOTA HABIS ' 😂😂😂😂😂😂",negatif
Ayo pak menkeu ubah strategi cari cara lain supaya dana itu bisa dinikmati dan bermanfaat langsung kepada UMKM..mental2 pjbt konoha sdh bad..mestinya pejabat2 yg toxic dan benalu dibuang ganti yg benar2 berkualitas kinerjanya buat rakyat..,positif
Gpp se enggak nya sudah berusaha😊,positif
"Segera diganti dong, kasi kesempatan anak muda yang belum terkontaminasi politik praktis dan kerja keras penuh inovasi positif 😅",negatif
Nanti di berikan sangsi yg tidak mau ikuti aturan pemerintah yg tidak sejalan. 😢,positif
Males itu direktur bank himbaranya.,negatif
"""TIDAK APA,,,"" SETIDAKNYA SUDAH BERUSAHA MENCOBA MEMPERBAIKI KEADAAN & SUDAH MENCOBA UNTUK JUJUR MENGAKUINYA RESULTNYA.. YANG UTAMA MENGEDEPANKAN KEJUJURAN,,,, ""JUJUR""..",positif
Saya kira hanya ditempat saya saja ..rupanya daerah lain sama susah minjam dana KUR...malah disuruh nya yg umum..salam dari Ketapang kalbar,negatif
tetap saja uang nya berputar di sekitar orang kaya.orang yg dekat dengan pegawai Bank .rakyat biasa di persulit dan gak bakalan acc apalagi cair.ZONKKKK,negatif
Mestinya bunga KUR pinjaman terbatas itu hanya 1 persen saja/tahun tapi pakai agunan lebih bertanggung jawab.,negatif
"yg punya usaha besar atau pengusaha br bisa daoat KUR.klu pegawai biasa apalagi rakyat kecil malah dapat konfensional,bank bank negara makin parah",negatif
thu kan....jelas2 ekonomi manajemen kerjanya adminis trasi doang ga guna kek parasit tp minta gji paling gede leha2 biar kelihat kerja isinya rapat2 gak jelas kok di kuyuri 200T di perbankan ya jelas ngendon,negatif
Kya nya duit nya d pake wt bikin pinjaman2 slain bank resmi soal pinjaman2 online smakin bnyak tp pinjaman2 bank rssmi smakib sulit orng kya d giring msuk ke pinjol liat aj skarang pinjol kya jamur d musim ujan,negatif
Biasa nunggu aman😂😂😂,netral
bank himbara banyak neko neko... lebih baik ngak pinjam kalaupun terpaksa ya pinjam aja di pinjol ngak ribet tapi bungnya ngak masuk akal,negatif
Terlalu GEGABAHHHHHH .,negatif
Susah skli mau kredit pak mntri skli pun ada jaminan srtifikat,negatif
Pura2 gak tau lu sendiri yang kasih duit kok kaget duitnya dikorupsi😅 drama apa ini,negatif
"Sepertinya negara ini dipimpin secara sentralisasi dengan gaya militeristik. Dapat dilihat dari cara komunikasinya seolah-olah apa yg disampaikan pimpinan/pejabat serta merta terlaksana dilapangan, nyatanya banyak tidak sesuai harapan. Tetapi informasi dari bbrp pejabat selalu baik dan berjalan dengan baik.

Lama kelamaan masyarakat akan kecewa dengan pemerintah sekarang ini jangan disalahkan kalau bertindak dan protes.

Segera ganti pejabat yg tidak cakap, sebelum masyarakat bergerak meminta digantinya suatu rezim.



.",negatif
Kga bakal trdampak lahh yg nikmati cuma kalangan atas doang,negatif
"Bank tidak mampu bekerja sesuai keinginan pemerintah, terutama beberapa bank, karena citra di masyarakat gak baik😅",negatif
"BUMN dong pak dikejar ditelanjangiii, danantara sekalian. biar negara ada pemasukan bukn cm pajak.",negatif
Rakyat kecewa setiap pinjam di bank minta dana kur tidak dikasih oleh pegawai bank,negatif
pasar dah mati suri efek onlen tp negara membiarkanya,negatif
Kita jadi Tau siapa yang Tidak Bisa Kerja !!😊,netral
